Venba,Pathavurai
"கால நியதி கருதும் கலைவித்தை
யேலவிரா கம்புருட னேமாயை மாலறவே
சொன்னோ மடைவாகச் சொன்னவிவை தன்னுண்மை
யுன்னி யுரைக்குநா முற்று",காலம் நியதி கருதும் கலை வித்தை ஏல இராகம் புருடனே மாயை மால் அறவே சொன்னோம் அடைவாகச் சொன்ன இவை தன் உண்மை உன்னி உரைக்கும் நாம் உற்று
"எல்லை பலம்புதுமை யெப்போது நிச்சயித்த
லல்லல் தருங்கிரியை யான்மாவுக் கொல்லை
யறிவாசை யைம்புலனு மாரவருங் காலங்
குறியா மயக்கென்று கொள்",எல்லை பலம் புதுமை எப்போதும் நிச்சயித்தல் அல்லல் தரும் கிரியை ஆன்மாவுக்கு ஒல்லை அறிவு ஆசை ஐம் புலனும் ஆரவரும் காலம் குறியா மயக்கு என்று கொள்
"வித்தியா தத்துவங்க ளேழும் விளம்பினோஞ்
சுத்தமாந் தத்துவங்கள் சொல்லக்கேள் நித்தமாஞ்
சுத்தவித்தை யீசுரம்பின் சொல்லும் சதாசிவநற்
சத்திசிவங் காணவைக டாம்",வித்தியா தத்துவங்கள் ஏழும் விளம்பினோம் சுத்தமாம் தத்துவங்கள் சொல்லக் கேள் நித்தமாம் சுத்த வித்தை ஈசுரம் பின் சொல்லும் சதாசிவம் நல் சத்தி சிவம் காண் அவைகள் தாம்
"சுத்தவித்தை ஞானமிகுந் தொன்மையவா மீசுரந்தா
னத்தன் றொழிலதிக மாக்கியிடு மொத்தலிவை
சாதாக்கிய மென்றுஞ் சத்தி சிவங்கிரியை
யாதார ஞானவுரு வாம்",சுத்த வித்தை ஞானம் மிகும் தொன்மையவாம் ஈசுரந்தான் அத்தன் தொழில் அதிகம் ஆக்கி இடும் ஒத்தல் இவை சாதாக்கியம் என்றும் சத்தி சிவம் கிரியை ஆதார ஞான உருவாம்
"ஆறாறு தத்துவமுஞ் சொன்னோ மடைவாக
மாறா மலமிரண்டும் வாசொல்லக் கூறி
லறியாமை யாணவநீ யானசுக துக்கங்
குறியா வினையென்று கொள்",ஆறு ஆறு தத்துவமும் சொன்னோம் அடைவாக மாறா மலம் இரண்டும் வாசொல்லக் கூறில் அறியாமை ஆணவம் நீயான சுக துக்கம் குறியா வினை என்று கொள்
"ஆறாறு தத்துவமு மாணவமும் வல்வினையு
மாறா வருளால் வகுத்துரைத்தீர் வேறாகா
வென்னை வெனக்கறியக் காட்டீ ரிவைகண்டே
னுன்னரிய தேசிகரே யுற்று",ஆறாறு தத்துவமும் ஆணவமும் வல் வினயும் மாறா அருளால் வகுத்து உரைத்தீர் வேறு ஆகா என்னை எனக்கு அறியக் காட்டீர் இவை கண்டேன் உன்னரிய தேசிகரே உற்று
"தத்துவங்க ளாறாறுந் தம்மைத்தா மென்றறியா
வெத்தன்மை யென்னி லியம்பக்கேள் சுத்தமா
மாறு சுவையு மறியாது தன்னைத்தான்
கூறி லவையிவைபோற் கொள்",தத்துவங்கள் ஆறாறும் தம்மைத் தாம் என்று அறியா எத்தன்மை என்னில் இயம்பக் கேள் சுத்தமாம் ஆறு சுவையும் அறியாது தன்னைத் தான் கூறில் அவை இவை போல் கொள்
"ஆறு சுவையு மருந்தி யவைதம்மை
வேறொருவன் கூறியிடு மேன்மைபோ லாறாறு
மொன்றென்றா நாடியுணர்ந் தோதிலதி லுற்றறிவாய்
நின்றபொருள் தானேகா ணீ",ஆறு சுவையும் அருந்தி அவை தம்மை வேறு ஒருவன் கூறி இடும் மேன்மை போல் ஆறு ஆறும் ஒன்று என்றா நாடி உணர்ந்து ஓதில் அதில் உற்று அறிவாய் நின்ற பொருள் தானே காண் நீ
"அன்றியுங்கே ளான்மாவா லாய்ந்தறியு மைம்பொறிக
ளின்றி யறியா விவையென்ன நின்றதுபோ
லோவாம லுன்னை யுணர்த்துவோ முன்னறிவில்
மேவாமல் மேவிநா மே",அன்றியும் கேள் ஆன்மாவால் ஆய்ந்து அறியும் ஐம்பொறிகள் இன்றி அறியா இவை என்ன நின்றது போல் ஓவாமல் உன்னை உணர்த்துவோம் உன் அறிவில் மேவாமல் மேவி நாமே
"அக்கரங்கட் கெல்லா மகரவுயிர் நின்றாற்போல்
மிக்க வுயிர்க்குயிராய் மேவினோ மெக்கண்ணு
நில்லா விடத்துயிர்க்கு நில்லா தறிவென்று
நல்லா கமமோது நாடு",அக்கரங்கட்கு எல்லாம் அகர உயிர் நின்றாற் போல் மிக்க உயிர்க்கு உயிராய் மேவினோம் எக்கண்ணும் நில்லா இடத்து உயிர்க்கு நில்லாது அறிவு என்று நல் ஆகமம் ஓதும் நாடு
"நற்றவத்தோர் தாங்காண நாதாந்தத் தஞ்செழுத்தா
லுற்றுருவாய் நின்றாட லுள்ளபடி பெற்றிடநான்
விண்ணார் பொழில்வெண்ணெய் மெய்கண்ட நாதனே
தண்ணா ரருளாலே சாற்று",நல் தவத்தோர் தாம் காண நாதாந்தத்து அஞ்சு எழுத்தால் உற்று உருவாய் நின்று ஆடல் உள்ளபடி பெற்றிட நான் விண்ணார் பொழில் வெண்ணெய் மெய் கண்ட நாதனே தண் ஆர் அருளாலே சாற்று
"எட்டு மிரண்டு முருவான லிங்கத்தே
நட்டம் புதல்வா நவிலக்கேள் சிட்டன்
சிவாயநம வென்னுந் திருவெழுத்தஞ் சாலே
யவாயமற நின்றாடு வான்",எட்டும் இரண்டும் உருவான லிங்கத்தே நட்டம் புதல்வா நவிலக் கேள் சிட்டன் சிவாய நம என்னும் திரு எழுத்து அஞ்சாலே அவாயம் அற நின்று ஆடுவான்
"ஆடும் படிகேணல் லம்பலத்தா னையனே
நாடுந் திருவடியி லேநகரங் கூடு
மகர முதரம் வளர்தோள் சிகரம்
பகருமுகம் வாமுடியப் பார்",ஆடும் படி கேள் நல் அம்பலத்தான் ஐயனே நாடும் திரு அடியிலே நகரம் கூடும் மகரம் உதரம் வளர் தோள் சிகரம் பகரும் முகம் வா முடியப் பார்
"சேர்க்குந் துடிசிகரஞ் சிற்கனவா வீசுகர
மார்க்கு யகர மபயகரம் பார்க்கிலிறைக்
கங்கி நகர மடிக்கீழ் முயலகனார்
தங்கு மகரமது தான்",சேர்க்கும் துடி சிகரம் சிற்கனவா வீசு கரம் ஆர்க்கும் யகரம் அபய கரம் பார்க்கில் இறைக்கு அங்கி நகரம் அடிக் கீழ் முயலகனார் தங்கும் மகரம் அது தான்
"ஓங்கார மேநல் திருவாசி யுற்றதனில்
நீங்கா வெழுத்தே நிறைசுடரா மாங்கார
மற்றா ரறிவரணி யம்பலத்தா னாடலிது
பெற்றார் பிறப்பற்றார் பின்",ஓங்காரமே நல் திருவாசி உற்று அதனில் நீங்கா எழுத்தே நிறை சுடராம் ஆங்காரம் அற்றார் அறிவர் அணி அம்பலத்தான் ஆடல் இது பெற்றார் பிறப்பு அற்றார் பின்
"மாயை தனையுதறி வல்வினையைச் சுட்டுமலஞ்
சாய வமுக்கியரு டானெடுத்து நேயத்தா
லானந்த வாரிதியி லான்மாவைத் தானழுத்த
டானெந்தை யார்பரதந் தான்",மாயை தனை உதறி வல் வினையைச் சுட்டு மலம் சாய அமுக்கி அருள் தான் எடுத்து நேயத்தால் ஆனந்த வாரிதியில் ஆன்மாவைத் தான் அழுத்தல் தான் எந்தையார் பரதம் தான்
"மோனந்த மாமுனிவர் மும்மலத்தை மோசித்துத்
தானந்த மானிடத்தே தங்கியிடு மானந்தம்
மொண்டருந்தி நின்றாடற் காணுமருள் மூர்த்தியாக்
கொண்டதிரு வம்பலத்தான் கூத்து",மோனந்த மா முனிவர் மும் மலத்தை மோசித்துத் தான் அந்தமான இடத்தே தங்கியிடும் ஆனந்தம் மொண்டு அருந்தி நின்று ஆடல் காணும் அருள் மூர்த்தியாக் கொண்ட திரு அம்பலத்தான் கூத்து
"பரையிடமா நின்று பஞ்சாக் கரத்தா
லுரையுணர்வுக் கெட்டா வொருவன் வரைமகடான்
காணும் படியே கருணையுருக் கொண்டாடல்
பேணுமவர்க் குண்டோ பிறப்பு",பரை இடமா நின்று பஞ்ச அக்கரத்தால் உரை உணர்வுக்கு எட்டா ஒருவன் வரை மகள் தான் காணும் படியே கருணை உருக் கொண்டு ஆடல் பேணும் அவர்க்கு உண்டோ பிறப்பு
"நாதாந்த நாடகத்தை நன்றா யருள்செய்தீ
ரோதீ ரெழுத்தஞ்சு முள்ளபடி தீதறவே
யஞ்செழுத்தீ தாகி லழியுமெழுத் தாய்விடுமோ
தஞ்ச வருட்குருவே சாற்று",நாதாந்த நாடகத்தை நன்றாய் அருள் செய்தீர் ஓதீர் எழுத்து அஞ்சும் உள்ளபடி தீது அறவே அஞ்சு எழுத்து ஈது ஆகில் அழியும் எழுத்து ஆய் விடுமோ தஞ்ச அருள் குருவே சாற்று
"உற்ற குறியழியு மோதுங்காற் பாடைகளிற்
சற்றும் பொருடான் சலியாது மற்றதுகே
ளீசனரு ளாவி யெழிலார் திரோதமல
மாசிலெழுத் தஞ்சினடை வாம்",உற்ற குறி அழியும் ஓதுங்கால் பாடைகளில் சற்றும் பொருள் தான் சலியாது மற்று அது கேள் ஈசன் அருள் ஆவி எழில் ஆர் திரோத மலம் ஆசு இல் அஞ்சு எழுத்தின் அடைவாம்
"சிவனரு ளாவி திரோதமல மைந்து
மவனஞ் செழுத்தி னடைவா மிவனின்று
நம்முதலா வோதிலரு ணாநாடாது நாடுமருள்
சிம்முதலா வோதுநீ சென்று",சிவன் அருள் ஆவி திரோதம் மலம் ஐந்தும் அவன் அஞ்சு எழுத்தின் அடைவாம் இவன் இன்று நம் முதலா ஓதில் அருள் நாடாது நாடும் அருள் சிம் முதலா ஓது நீ சென்று
"அண்ணல் முதலா வழகா ரெழுத்தைந்து
மெண்ணி லிராப்பகலற் றின்பத்தே நண்ணி
யருளா னதுசிவத்தே யாக்கு மணுவை
யிருளா னுதுதீர வின்று",அண்ணல் முதலா அழகு ஆர் எழுத்து ஐந்தும் எண்ணில் இராப் பகல் அற்று இன்பத்தே நண்ணி அருளானது சிவத்தே ஆக்கும் அணுவை இருளானது தீர இன்று
"ஆதி மலமிரண்டு மாதியா யோதினாற்
சேதியா மும்மலமுந் தீர்வாகா போத
மதிப்பரிதா மின்பத்தே வாழலா மாறி
விதிப்படியோ தஞ்செழுத்து மே",ஆதி மலம் இரண்டும் ஆதியாய் ஓதினால் சேதியா மும் மலமும் தீர்வு ஆகா போதம் மதிப்பு அரிதாம் இன்பத்தே வாழலாம் மாறி விதிப்படி ஓது அஞ்சு எழுத்துமே
"அஞ்செழுத்தே யாகமு மண்ண லருமறையு
மஞ்செழுத்தே யாதிபு ராணமனைத்து மஞ்செழுத்தே
யானந்தத் தாண்டவமு மாறாறுக் கப்பாலா
மோனந்த மாமுத்தி யும்",அஞ்சு எழுத்தே ஆகமும் அண்ணல் அரு மறையும் அஞ்சு எழுத்தே ஆதி புராணம் அனைத்தும் அஞ்சு எழுத்தே ஆனந்தத் தாண்டவமும் ஆறு ஆறுக்கு அப்பாலாம் மோனந்த மா முத்தியும்
"முத்தி தனையடைந்தோர் முந்துபழம் போதங்கி
வித்தகமாம் வீணை யிவையிற்றி னொத்த
விரதமண வெம்மை யெழில்நாதம் போல
விரவுவரென் றோதும் விதி",முத்தி தனை அடைந்தோர் முந்து பழம் போது அங்கி வித்தகமாம் வீணை இவை இற்றின் ஒத்த இரதம் மணம் வெம்மை எழில் நாதம் போல விரவுவர் என்று ஓதும் விதி
"தத்துவங்க ளெல்லாம் சகசமா வான்மாவிற்
பெத்தத்தில் நிற்கின்ற பெற்றிபோல் முத்திதனிற்
சித்தமல மற்றார் செறிந்திடுவ ரென்றுமறை
சத்தியமா வோதியிடுந் தான்",தத்துவங்கள் எல்லாம் சகசமா ஆன்மாவில் பெத்தத்தில் நிற்கின்ற பெற்றி போல் முத்திதனில் சித்த மலம் அற்றார் செறிந்திடுவர் என்று மறை சத்தியமா ஓதி இடும் தான்
"ஆதவன்றன் சந்நிதியி லம்புலியி னார்சோதி
பேதமற நிற்கின்ற பெற்றிபோல் நாதாந்தத்
தண்ணல் திருவடியி லான்மா வணைந்தின்பக்
கண்ணி லழுந்தியிடுங் காண்",ஆதவன் தன் சந்நிதியில் அம்புலியின் ஆர் சோதி பேதம் அற நிற்கின்ற பெற்றி போல் நாதாந்தத்து அண்ணல் திருவடியில் ஆன்மா அணைந்து இன்பக் கண்ணில் அழுந்தியிடும் காண்
"சென்றிவன்றா னொன்றிற் சிவபூர ணஞ்சிதையு
மன்றவன்றா னொன்றுமெனி லந்நியமா மின்றிரண்டு
மற்றநிலை யேதென்னி லாதித்த னந்தன்விழிக்
குற்றமற நின்றதுபோற் கொள்",சென்று இவன் தான் ஒன்றில் சிவ பூரணம் சிதையும் அன்று அவன்தான் ஒன்றும் எனில் அந்நியமாம் இன்று இரண்டும் அற்ற நிலை ஏது என்னில் ஆதித்தன் அந்தன் விழிக் குற்றம் அற நின்றது போல் கொள்
"வாக்கு மனமிறந்த வான்கருணை யாளனுருத்
தாக்கறவே நிற்குந் தனிமுதல்வா நீக்காப்
பதியினைப்போ னித்தம் பசுபாச மென்றாய்
கதியிடத்து மூன்றினையுங் காட்டு",வாக்கு மனம் இறந்த வான் கருணையாளன் உருத் தாக்கு அறவே நிற்கும் தனி முதல்வா நீக்காப் பதியினைப் போல் நித்தம் பசுபாசம் என்றாய் கதி இடத்து மூன்றினையும் காட்டு
"முத்திதனின் மூன்று முதலு மொழியக்கேள்
சுத்தவநு போகத்தைத் துய்த்தலணு மெத்தவே
யின்பங் கொடுத்தலிறை யித்தைவிளை வித்தல்மல
மன்புடனே கண்டுகொளப் பா",முத்திதனில் மூன்று முதலும் மொழியக் கேள் சுத்த அநுபோகத்தைத் துய்த்தல் அணு மெத்தவே இன்பம் கொடுத்தல் இறை இத்தை விளைவித்தல் மலம் அன்புடனே கண்டுகொள் அப்பா
"அப்பாவிம் முத்திக் கழியாத காரணந்தான்
செப்பா யருளாலே செப்பக்கே ளொப்பில்
குருலிங்க வேடமெனக் கூறிலிவை கொண்டார்
கருவொன்றி நில்லார்கள் காண்",அப்பா இம் முத்திக்கு அழியாத காரணம் தான் செப்பாய் அருளாலே செப்பக் கேள் ஒப்பில் குரு லிங்க வேடம் எனக் கூறில் இவை கொண்டார் கரு ஒன்றி நில்லார்கள் காண்
"கற்றா மனம்போற் கசிந்துகசிந் தேயுருகி
யுற்றாசான் லிங்க முயர்வேடம் பற்றாக
முத்தித் தலைவர் முழுமலத்தை மோசிக்கும்
பத்திதனில் நின்றிடுவர் பார்",கற்றா மனம் போல் கசிந்து கசிந்தே உருகி உற்று ஆசான் லிங்கம் உயர் வேடம் பற்றாக முத்தித் தலைவர் முழு மலத்தை மோசிக்கும் பத்தி தனில் நின்றிடுவர் பார்
"வாழ்ந்தே னருட்கடலே வற்றாப் பவக்கடலில்
வீழ்ந்தே யலையாமல் மேதினியிற் சூழ்ந்துவிடா
வெண்ணெய்ச் சுவேதவன மெய்கண்ட நாதனே
யுண்மைத் தவப்பய னுற்று",வாழ்ந்தேன் அருள் கடலே வற்றாப் பவக் கடலில் வீழ்ந்தே அலையாமல் மேதினியில் சூழ்ந்து விடா வெண்ணெய்ச் சுவேத வன மெய்கண்ட நாதனே உண்மைத் தவப் பயன் உற்று
"மன்னதிகை வாழு மனவாசகங் கடந்தான்
மின்னனையார் வாழ்விலுறா மெய்கண்டான் பன்மறைகள்
வண்மைதரு மாகமநூல் வைத்தபொருள் வழுவா
நுண்மைவிளக் கஞ்செய்தா னுற்று",மன் அதிகை வாழும் மன வாசகம் கடந்தான் மின் அனையார் வாழ்வில் உறா மெய்கண்டான் பல் மறைகள் வண்மை தரும் ஆகம நூல் வைத்த பொருள் வழுவா நுண்மை விளக்கம் செய்தான் உற்று
"நன்றி யறிதல் பொறையுடைமை இன்சொல்லோடு
இன்னாத எவ்வுயிர்க்கும் செய்யாமை கல்வியோடு
ஒப்புரவு ஆற்ற அறிதல் அறிவுடைமை
நல்லினத் தாரோடு நட்டல் இவைஎட்டும்
சொல்லிய ஆசார வித்து",நன்றி அறிதல் பொறையுடைமை இன் சொல்லோடு இன்னாத எவ் உயிர்க்கும் செய்யாமை கல்வியோடு ஒப்புரவு ஆற்ற அறிதல் அறிவுடைமை நல் இனத்தாரோடு நட்டல் இவை எட்டும் சொல்லிய ஆசார வித்து
"பிறப்பு நெடுவாழ்க்கை செல்வம் வனப்பு
நிலக்கிழமை மீக்கூற்றம் கல்விநோ யின்மை
இலக்கணத்தால் இவ்வெட்டும் எய்துப என்றும்
ஒழக்கம் பிழையா தவர்",பிறப்பு நெடு வாழ்க்கை செல்வம் வனப்பு நிலக் கிழமை மீக்கூற்றம் கல்வி நோய் இன்மை இலக்கணத்தால் இவ் வெட்டும் எய்துப என்றும் ஒழுக்கம் பிழையாதவர்
"தக்கிணை வேள்வி தவம்கல்வி இந்நான்கும்
முப்பால் ஒழுக்கினால் காத்துய்க்க உய்க்காக்கால்
எப்பாலும் ஆகா கெடும்",தக்கிணை வேள்வி தவம் கல்வி இந் நான்கும் முப் பால் ஒழுக்கினால் காத்து உய்க்க உய்யாக்கால் எப் பாலும் ஆகா கெடும்
"வைகறை யாமம் துயிலெழுந்து தான்செய்யும்
நல்லறமும் ஒண்பொருளும் சிந்தித்து வாய்வதில்
தந்தையும் தாயும் தொழுதெழுக என்பதே
முந்தையோர் கண்ட முறை",வைகறை யாமம் துயில் எழுந்து தான் செய்யும் நல் அறமும் ஒண் பொருளும் சிந்தித்து வாய்வதின் தந்தையும் தாயும் தொழுது எழுக என்பதே முந்தையோர் கண்ட முறை
"எச்சிலார் தீண்டார் பசுப்பார்ப்பார் தீத்தேவர்
உச்சந் தலையோடு இவைஎன்ப யாவரும்
திட்பத்தால் தீண்டாப் பொருள்",எச்சிலார் தீண்டார் பசு பார்ப்பார் தீ தேவர் உச்சந் தலையோடு இவை என்ப யாவரும் திட்பத்தால் தீண்டாப் பொருள்
"எச்சிலார் நோக்கார் புலைதிங்கள் ஞாயிறுநாய்
தக்கவீழ் மீனோடே இவ்வைந்தும் தெற்றென
நன்கறிவார் நாளும் விரைந்து",எச்சிலார் நோக்கார் புலை திங்கள் நாய் நாயிறு அத்தக வீழ்மீனோடு இவ் ஐந்தும் தெற்றென நன்கு அறிவார் நாளும் விரைந்து
"எச்சில் பலவும் உளமற் றவற்றுள்
இயக்கம் இரண்டும் இணைவிழைச்சு வாயின்
விழைச்சுஇவை எச்சில் இந்நான்கு",எச்சில் பலவும் உள மற்று அவற்றுள் இயக்கம் இரண்டும் இணைவிழைச்சு வாயில் விழைச்சு இவை எச்சில் இந் நான்கு
"நால்வகை எச்சிலும் நன்கு கடைப்பிடித்து
ஓதார் உரையார் வளராரே எஞ்ஞான்றும்
மேதைகள் ஆகுறு வார்",நால் வகை எச்சிலும் நன்கு கடைப்பிடித்து ஓதார் உரையார் வளராரே எஞ் ஞான்றும் மேதைகள் ஆகுறுவார்
"நாளந்தி கோல்தின்று கண்கழீஇத் தெய்வத்தைத்
தானறியும் ஆற்றால் தொழுதெழுக அல்கந்தி
நின்று தொழுதல் பழி",நாள் அந்தி கோல் தின்று கண் கழீஇத் தெய்வத்தைத் தான் அறியுமாற்றால் தொழுது எழுக அல்கு அந்தி நின்று தொழுதல் பழி
"தேவர் வழிபாடு தீக்கனா வாலாமை
உண்டது கான்றல் மயிர்களைதல் ஊண்பொழுது
வைகு துயிலொடு இணைவிழைச்சுக் கீழ்மக்கள்
மெய்யுறல் ஏனை மயலுறல் ஈரைந்தும்
ஐயுறாது ஆடுக நீர்",தேவர் வழிபாடு தீக் கனா வாலாமை உண்டது கான்றல் மயிர் களைதல் ஊண் பொழுது வைகு துயிலோடு இணைவிழைச்சு கீழ் மக்கள் மெய் உறல் ஏனை மயல் உறல் ஈர் ஐந்தும் ஐயுறாது ஆடுக நீர்
"உடுத்தலால் நீராடார் ஒன்றுடுத்து உண்ணார்
உடுத்தாடை நீருள் பிழியார் விழுத்தக்கார்
ஒன்றுடுத்து என்றும் அவைபுகார் என்பதே
முந்தையோர் கண்ட முறை",உடுத்து அலால் நீர் ஆடார் ஒன்று உடுத்து உண்ணார் உடுத்த ஆடை நீருள் பிழியார் விழுத்தக்கார் ஒன்று உடுத்து என்றும் அவை புகார் என்பதே முந்தையோர் கண்ட முறை
"தலையுரைத்த எண்ணெயால் எவ்வுறுப்பும் தீண்டார்
பிறர்உடுத்த மாசுணியும் தீண்டார் செருப்புக்
குறையெனினும் கொள்ளார் இரந்து",தலை உரைத்த எண்ணெயால் எவ் உறுப்பும் தீண்டார் பிறர் உடுத்த மாசுணியும் தீண்டார் செருப்பு குறை எனினும் கொள்ளார் இரந்து
"நீருள் நிழல்புரிந்து நோக்கார் நிலம்இராக்
கீறார் இராமரமும் சேரார் இடர்எனினும்
நீர்தொடாது எண்ணெய் உரையார் உரைத்தபின்
நீர்தொடார் நோக்கார் புலை",நீருள் நிழல் புரிந்து நோக்கார் நிலம் இரா கீறார் இரா மரமும் சேரார் இடர் எனினும் நீர் தொடாது எண்ணெய் உரையார் உரைத்த பின் நீர் தொடார் நோக்கார் புலை
"நீராடும் போழ்தில் நெறிப்பட்டார் எஞ்ஞான்றும்
நீந்தார் உமியார் திளையார் விளையாடார்
காய்ந்தது எனினும் தலைஒழிந்து ஆடாரே
ஆய்ந்த அறிவி னவர்",நீராடும் போழ்தில் நெறிப் பட்டார் எஞ் ஞான்றும் நீந்தார் உமியார் திளையார் விளையாடார் காய்ந்தது எனினும் தலை ஒழிந்து ஆடாரே ஆய்ந்த அறிவினவர்
"ஐம்பூதம் பார்ப்பார் பசுத்திங்கள் ஞாயிறு
தம்பூதம் எண்ணாது இகழ்வானேல் தம்மெய்க்கண்
ஐம்பூதம் அன்றே கெடும்",ஐம் பூதம் பார்ப்பார் பசு திங்கள் ஞாயிறு தம் பூதம் எண்ணாது இகழ்வானேல் தம் மெய்க்கண் ஐம் பூதம் அன்றே கெடும்
"குரவர் உரையிகந்து செய்யார் விரதம்
குறையுடையார் தீர மறவார் நிறையுவா
மேல்கோலும் தின்னார் மரங்குறையார் என்பவே
நல்லறி வாளர் துணிவு",குரவர் உரையிகந்து செய்யார் விரதம் குறையுடையார் தீர மறவார் நிறையுவா மெல் கோலும் தின்னார் மரம் குறையார் என்பதே நல் அறிவாளர் துணிவு
"நீராடிக் கால்கழுவி வாய்பூசி மண்டலஞ்செய்து
உண்டாரே உண்டார் எனப்படுவர் அல்லாதார்
உண்டார்போல் வாய்பூசிச் செல்வர் அதுவெறுத்துக்
கொண்டார் அரக்கர் குறித்து",நீராடிக் கால்கழுவி வாய்பூசி மண்டலம்செய்து உண்டாரே உண்டார் எனப்படுவார் அல்லாதார் உண்டார்போல் வாய்பூசிச் செல்வர் அது எடுத்துக் கொண்டார் அரக்கர் குறித்து
"காலினீர் நீங்காமை உண்டிடுக பள்ளியுள்
ஈரம் புலராமை ஏறற்க என்பதே
பேரறி வாளர் துணிவு",காலின் நீர் நீங்காமை உண்டிடுக பள்ளியும் ஈரம் புலராமை எறற்க என்பதே பேர் அறிவாளர் துணிவு
"உண்ணுங்கால் நோக்கும் திசைகிழக்குக் கண்ணமர்ந்து
தூங்கான் துளங்காமை நன்குஇரீஇ யாண்டும்
பிறிதியாதும் நோக்கான் உரையான் தொழுதுகொண்டு
உண்க உகாஅமை நன்கு",உண்ணுங்கால் நோக்கும் திசை கிழக்குக்கண் அமர்ந்து தூங்கான் துளங்காமை நன்கு இரீஇ யாண்டும் பிறிதி யாதும் நோக்கான் உரையான் தொழுது கொண்டு உண்க உகாஅமை நன்கு
"விருந்தினர் மூத்தோர் பசுசிறை பிள்ளை
இவர்க்கூண் தொடுத்தல்லால் உண்ணாரே என்றும்
ஒழுக்கம் பிழையா தவர்",விருந்தினர் மூத்தோர் பசு சிறை பிள்ளை இவர்க்கு ஊண் கொடுத்து அல்லால் உண்ணாரே என்றும் ஒழுக்கம் பிழையாதவர்
"ஒழிந்த திசையும் வழிமுறையால் நல்ல
முகட்டு வழியூண் புகழ்ந்தார் இகழ்ந்தார்
முகட்டு வழிகட்டில் பாடு",ஒழிந்த திசையும் வழிமுறையான் நல்ல முகட்டு வழி ஊண் புகழ்ந்தார் இகழ்ந்தார் முகட்டு வழி கட்டில் பாடு
"கிடந்துண்ணார் நின்றுண்ணார் வெள்ளிடையும் உண்ணார்
சிறந்து மிகவுண்ணார் கட்டில்மேல் உண்ணார்
இறந்தொன்றும் தின்னற்க நின்று",கிடந்து உண்ணார் நின்று உண்ணார் வெள்ளிடையும் உண்ணார் சிறந்து மிக உண்ணார் கட்டில்மேல் உண்ணார் இறந்து ஒன்றும் தின்னற்க நின்று
"முன்துவ்வார் முன்னெழார் மிக்குறார் ஊணின்கண்
என்பெறினும் ஆற்றவலம் இரார் தம்மிற்
பெரியார்தம் பாலிருந்தக் கால்",முன் துவ்வார் முன் எழார் மிக்கு உறார் ஊணின்கண் என் பெறினும் ஆற்ற வலம் இரார் தம்மின் பெரியார் தம்பால் இருந்தக்கால்
"கைப்பன எல்லாம் கடைதலை தித்திப்ப
மெச்சும் வகையால் ஒழிந்த இடையாகத்
துய்க்க முறைவகையால் ஊண்",கைப்பன எல்லாம் கடை தலை தித்திப்ப மெச்சும் வகையால் ஒழிந்த இடை ஆக துய்க்க முறை வகையால் ஊண்
"முதியவரைப் பக்கத்து வையார் விதிமுறையால்
உண்பவற்றுள் எல்லாஞ் சிறிய கடைப்பிடித்து
அன்பில் திரியாமை ஆசாரம் நீங்காமை
பண்பினால் நீக்கல் கலம்",முதியவரைப் பக்கத்து வையார் விதி முறையால் உண்பவற்றுள் எல்லாம் சிறிய கடைப்பிடித்து அன்பின் திரியாமை ஆசாரம் நீங்காமை பண்பினால் நீக்கல் கலம்
"இழியாமை நன்குமிழ்ந்து எச்சில் அறவாய்
அடியோடு நன்கு துடைத்து வடிவுடைத்தா
முக்கால் குடித்துத் துடைத்து முகத்துறுப்பு
ஒத்த வகையால் விரலுறுத்தி வாய்பூசல்
மிக்கவர் கண்ட நெறி",இழியாமை நன்கு உமிழ்ந்து எச்சில் அற வாய் அடியோடு நன்கு துடைத்து வடிவு உடைத்தா முக் கால் குடித்துத் துடைத்து முகத்து உறுப்பு ஒத்த வகையால் விரல் உறுத்தி வாய்பூசல் மிக்கவர் கண்ட நெறி
"இருகையால் தண்ணீர் பருகார் ஒருகையால்
கொள்ளார் கொடாஅர் குரவர்க்கு இருகை
சொறியார் உடம்பு மடுத்து",இரு கையால் தண்ணீர் பருகார் ஒரு கையால் கொள்ளார் கொடாஅர் குரவர்க்கு இரு கை சொறியார் உடம்பு மடுத்து
"அந்திப் பொழுது கிடவார் நடவாரே
உண்ணார் வெகுளார் விளக்கிகழார் முன்னந்தி
அல்குண்டு அடங்கல் வழி",அந்திப் பொழுது கிடவார் நடவாரே உண்ணார் வெகுளார் விளக்கு இகழார் முன் அந்தி அல்கு உண்டு அடங்கல் வழி
"கிடக்குங்கால் கைகூப்பித் தெய்வம் தொழுது
வடக்கொடு கோணம் தலைசெய்யார் மீக்கோள்
உடற்கொடுத்துச் சேர்தல் வழி",கிடக்குங்கால் கை கூப்பித் தெய்வம் தொழுது வடக்கொடு கோணம் தலை வையார் மீக்கோள் உடல் கொடுத்து சேர்தல் வழி
